sentence,hate,category
এই শালায় রে মেকাপ করার পরও চুরের মত দেখা যা মিডিয়া পাগল হয়ে গেছে বস্তি থেকে লোকজন দরে এনে নাটক বানায় দেশে স্মাট ছেলে মেয়ে কম আছে,1,entertainment
বিচারক গুলা কে জুতা দিয়ে পিটা উচিৎ মাদার চুদ,1,entertainment
এই ধরনের মাগী গুলিকে। কাঁটা ওয়ালা গাচ দিয়ার। দরকার,1,entertainment
মাগীর পোলারা মাগী বাজ আর মেয়ে গুলু ও মাগীর মত চেহারা,1,entertainment
মাদারচোদেরা হাসান কই,1,entertainment
মাগি,1,entertainment
শায়লা একটা কুত্তার বাচ্চা।,1,entertainment
বালের নায়ক আমিন খান।আইসা মুভিটা ই নস্ট করল,1,entertainment
কোন পতিতালয়ে ছিলো যে তার বুক বড় করতে হবে জন্মগত ভাবেই ত্রুটি আছে না হলে এমন ধারনা কেন হল যে বুক বড় হলেই তাকে মানুষ স্পেশালিষ্ট ভাবে দেখছে বেয়াদব,1,entertainment
তোদের মতো ছাগল দিয়া এই বিচার হবে না,1,entertainment
এই বিচারক কে তার বাবা শুদ্ধভাবে জন্ম দেয়নি,1,entertainment
বাংলাদেশি বালকামা এই জজদের জন্য আজকে আমাদের বাংলার হিরো সাইমন ছাড়া আর কেউ নেই এই শালা কুত্তার বাচ্চাদের জুতাপেটা করা হোক কে কে আমার সাথে আছেন হাত তুলুন 🖐️,1,entertainment
"বরর্তমানে নায়ক গুলো,,, হালারপো",1,entertainment
দুধ ধরে চিপ মারবো! 🤣,1,entertainment
সোনা সিলাই লাইয় করছে ।এই জন্যেই ভার্জিন।,1,entertainment
কুত্তা বাচ্চা ফালতু নাটক,1,entertainment
কিছু কিছু মেয়ে আছে অতিরিক্ত বাল পাকনামির কারনেও এই হাল হয় ! কথায় আছেসুখে থাকতে ভুতে খিলায়|,1,entertainment
মেয়েদের মানসম্মান শেষ করে দিলো মাগি।,1,entertainment
এসব বাস্টার্ড মেয়েদের কে নিয়ে নিউজ না করে ভালো কোনো বিষয় নিয়ে নিউজ করেন,1,entertainment
মমো তরে কুওা দিয়া চুদাইলে তুই বিচারক হতে পারবি।,1,entertainment
এদের সামনে এদের মা কে চুদতে হবে আর শবনম ফারিয়া যে সেক্সি সাওয়াতে ভদা তে মাল দিতে হবে ওকে চুদতে মজা হবে৷৷,1,entertainment
এ মাগির পোলা রা ছবি চলে না,1,entertainment
না?? তোর মায়েরে তুই চোদ খানকির পোলা। তোর পুটকির মধ্যে পদ্মা সেতুর পিলার ঢুকাব বেশ্যা মাগির ছোল। তোর টেংরি কেটে ভোদা বানাবো। আর তোর ভোদা দিয়ে ওই মরা হোল ঢুকাব বাইনচোদ। তোর বেফোমিটরে কুত্তা দিয়ে চোদাই সাউয়ার বেটা। যারা যারা একমত লাইক মারো।,1,entertainment
শালা বাংলাদেশের পাগল এর অভাব নাই,1,entertainment
বালের পরিচালক,1,entertainment
সাওয়া চুদা বিচারক,1,entertainment
খানকি মাগি তাহসান ভাই কে রেখে তুই বুইরাটার কাছে কি দেখছোত বুইরাটা তো তোকে টিপ দিতে ও পারবে না,1,entertainment
সাউয়া মিডিয়া😂😂😂😂😂😂😂😂😂😂😂,1,entertainment
শাউয়া চুদি কি কয়,1,entertainment
ভাই তোর গান শুনে আমার ডাইরিয়া হোয়ে গেছে 🤢🤢 তুই কার কাছ থেকে গান শিকছচ ক একবার ?? তুই বাঙ্গালিরে অপমান করছচ😤😤কুত্তার মতো চিল্লালেই কি গান হয় গান হলো মোনকে আকৃষ্ট করার জিনিষ তোর এডা কি??😡😡,1,entertainment
সব গুলো খানকি।। এই মাগি গুলো কে মিডিয়ার সামনে আনে কে।।,1,entertainment
ওই আবুল মার্কা হিরোকে ঢাকতেই মনে হয় আবালচোদা ডিরেক্টর স্টিল ছবি দিয়া গানটা রিলিজ দিছে। এইভাবে হিরুকে ঢাইকা ছবি রিলিজ দিবো..... হাহা হা ....... সেই ছবি আবার হিট হইবো???? হা হা হা,1,entertainment
এই সালায় একটা পাগল ছাগল নায়েক নাইকাটা ঠিক আছে,1,entertainment
ডনের মারে চুদি,1,entertainment
"কুকুরের বাচ্চা ধর্ম নিয়া নাটক করছ কেন, মাদারসুত খানকি মাগীর পোলা।",1,entertainment
এ মাগিটারে একবার চুদিচি এ মাগিটার দুদ অনেক ভড়,1,entertainment
দাড়িওয়ালা শালা আস্তো একটা বেয়াদব। শোওরের মত ব্যবহার। আর মমো আর ফারিয়াকে আমার ভাল লাগত কিন্তু তাদের ব্যাবহার ও খারাপ। মূর্খের গোষ্ঠী। আমার মনে হয় বিচারকরা অশিক্ষিত বর্বর নিম্নশ্রেণী বস্তি থেকে উঠে আসা নর্দমার কীট।,1,entertainment
বিচারক বানায়ছে কেডা এইগুলারে জীবনে অনেক আবাল দেকছি এমন আবাল দেখি নাই,1,entertainment
এই মাগীকে।জুতা দিয়া পাঠানোর দরকার নিলজ্জা শালী,1,entertainment
বালের নায়ক... বালের ছবি... বালের পরিচালক... বালের অভিনয়..,1,entertainment
এই সালির মারে চুদাও,1,entertainment
এই সমস্ত মাগির এরকম ই হওয়া উচিত,1,entertainment
সানাই দুধ রপ্তানি করে পছুর বৈদেশিক মুদ্রা অজন করতে পারবে,1,entertainment
শবনম ফারিয়া একটা আর ওর পাশের টা ওই খানকির পোলার নাম কি মাদারচোদ একটা,1,entertainment
কুত্তার বাচ্চা মতন ব্যবহার,1,entertainment
কুত্তার বাচ্চা সব গুলা।ওদের তো দেখা যায় কুত্ততার মত।নিজের যোগ্যতা বিচার না করে আসছে অন্যের যোগ্যতা বিচার করতে।পেলে জুতা দিয়ে পিটাই দিতাম সালাগো।ফালতুরা,1,entertainment
এইসব খানকি দের কারনেই দেশের আজ এই অবস্থা যেমন শিল্পী তেমন উপ স্থাপক টাকার বিনিময়ে নগ্ন হওয়ার কথা বলে হায়রে অনুষ্টান,1,entertainment
মাদার টোস্ট বিচারক গুলো,1,entertainment
কুত্তার বাচ্চা হিরনীন খোর দের বিচারক কে বানাইছে সে চুতিয়া,1,entertainment
তরে আমি একবার চুদতে চাই,1,entertainment
জয় বাই আপনার সব সো আমি দেখি আপনি এরকম একটা পতিতার ইন্টারভিউ নিচ্ছেন,1,entertainment
এ ই দুই হেন্ডা মারানি রে স্টেজে পালাই সবার সামনে চোদার দরকার ছিল।আর যে দুই আবাল আছে আমি হইলে তো স্টেজে গালের মধ্যে চোড় বসাই দিতাম সবার সামনে। সবচেয়ে বড়ো কথা হলো যে হেন্ডা মারানি গোরে দেখি আর বিছা খাড়াই গেছে এখোনি আবাল এ র মারে চুদি মাগি গোরে স্টেজে চুদি,1,entertainment
পরি পরি তুই সবাই কে ভাল করে চুদতে দিবি রে,1,entertainment
মোমো তরে তরে আমি বিনা পয়সায় আমি চুদুম না আর যে দুই মাদার চুদে বিচারক হয়েছে তাদের থেকে বাজারের কুত্তাও সুন্দর,1,entertainment
কুত্তার বাচ্চা ডন তরে সামনে পাইলে কুত্তার মত পেটাবো ।<br />বগুড়ায় জেলা কলঙ্কিত খলনায়ক আশরাফুল ইসলাম ডন জাতীয় কুলাঙ্গার জন্মটা হয়েছে সমাজের নিকৃষ্ট দৃশ্যপটে এই ঘাতক নিমক হারাম নায়ক সালমান শাহ হত্যাকান্ডের সাথে জড়িত । এই কুত্তার বাচ্চা কে দেখলে গা জ্বলে উঠে ...<br />শুয়োরের বাচ্চা কুলাঙ্গার জারজ খানকির পোলা ডন ।,1,entertainment
এইগুলার মতো বস্তি বিচারক হলে বালের নায়ক বের হবে🖕কারো সাথে কী ভাবে ব্যবহার করতে জানে না এরা কি বালের মাসুদ রানা বের করবে,1,entertainment
সালি একটা মানসিগরুগি,1,entertainment
ভুদাই,1,entertainment
এই মাগিই রে ঢাকা তেন সরান খান কিই কুতার বাচচা,1,entertainment
এই খানকির ছেলেকে এখন পর্যন্ত কেউ মারে নাই আমি ঐ খানে থাকলেতো খানকির ছেলেকে না মেরে বের হতাম না 😡😡😡😡😡🤬🤬🤬🤬😡,1,entertainment
শালা চাগলে দল কি বলবো,1,entertainment
গানটা এতদিন শুনতাম কিন্তু জানতাম না এইটা আবাল চুদার মুভির গান<br />হৃদয় খান এই আবার চুদার মুভিতে গানটা দিয়ে ভুল করছে<br />গানটা চুদে দিয়েছে,1,entertainment
বিচারক রে জুতা মার কথা ঠিকমতো বলতে পারে না প্রতিযোগীর সাথে,1,entertainment
চ্যানেল আইয়ের মায়েরেচুদি। বালের জাজ নিয়েছো। আমরা চিনি না। ভাব নেয় এমন যে সেপৃথিবীর সুপার স্টার আবালের দল,1,entertainment
বিচারক না মাদারচুদ,1,entertainment
ভাই আপু কয়বার চুদে পাগিয়ে পেলছেন,1,entertainment
মাগী রে চুইদা,1,entertainment
আমাদের ব্রাম্মনবাড়িয়ার মতো ভাষা হা হা হা চুতমারানির মাগি,1,entertainment
একটি ছেলে বিয়ে করবে কিন্তু তার কথা হলো ভার্জিন মেয়ে হতে হবে তাই যেখানেই মেয়ে দেখতে যায় সেখানেই তার কথা থাকে মেয়ের সাথে সে একান্ত ভাবে কথা বলতে হবে কিন্তু যখনই মেয়ের সাথে কথা হয় তখনই বিয়ে ভেংঙ্গে যায় যাই হোক এভাবে অনেক মে দেখার পরে এক যায়গায় মেয়ে দেখতে গেল তার পরে মেয়ে টিকি ছেলেটি একটি রুমে নিয়ে ছেলেটির প্যান্টের চেইন খুলে দেখাল আর বলল তুমি বলতে পার আমার এটা কি মেয়েটি চালাক ছিল এবং সে আগের মেয়েদের কাছ থেকে একথা যেনে ছে যে তাদের সাথে কি কারনে বিয়ে হয় নাই তাই সে বলল হ্যা এবার ছেলেটি জিগ্গেস করল তাহলে বলতো এটা কি? মেয়ে টি লাজুক ভাবে বলল ওটা তো নুনু।এবার ছেলেটি খুশি হল কারন আগের মেয়েরা কেহ বলছিল ভারা কেহ বলছিল লিংগ কেহ ধোন তাই ছেলেটি বুঝ ছিল যে এরা যখন চিনেছে তাহলে তারা ভার্জিন না।এবার বিয়ে হল বাসর রাতে ছেলেটি তার বউয়ের কাছে গেল কিন্তু গিয়ে দেখে সেত সানিলায়ন এবার ছেলেত অভাক সে তার বউকে জিগ্গাস করল কিরে তোমার পালাকি তুমিতো সেদিন আমার ওটা দেখে নুনু বললা আমিকো মনে করেছিলা যে তুমি কখনোই বড় মানসেরতা দেখনাই তাই নুনু বলছ আর তুমি সতি আছ।এবার মেয়েটি হেসে উত্তর দিল আেে বোকা এতদিন আমি যাদেরতা দেখেছি তাদের কার তুলনায় তোমার তা নুনু।তাই সৃজিত দাদা এতোদিন যাদের তা দেখেছে তাদের তুলনায় মিথিলা ভার্জিন।😁😁😁😁😁😁😐😐😂😂😂😂😂😂😂😂😂,1,entertainment
নায়িকারে তো হিজরার মত দেখা যায়<br />পুরাই ময়দা,1,entertainment
বেটকাইয়া লাভ নাই ওরা হইল গরুর দালাল।,1,entertainment
আমি বুঝতে পারিনা “পাহাড়ি দুধ ওয়ালা দিদি হাটে কী ভাবে,1,entertainment
এইসব বালচাল গ্রুমিং আর র‍্যম্প কিছুই কাজে লাগবে না যদি ভাল অভিনয় না পারে। তাই তাদের অভিনয়ের দক্ষতা বারবার নেয়া উচিত।,1,entertainment
ফালতু থু থু দিলাম তুর মুখে,1,entertainment
আমি ঐখানে থাকলে ওই শালা মাগির উপর স্যান্ডেল চর মারতাম,1,entertainment
সব চোতমারা মারকা শো,1,entertainment
বুরি পুনিমার ভোদা চাটামু কুকুর দিয়া,1,entertainment
আমাদের এই দাঁড়ি ভরা বিচারক ভেড়ি কুল! সে প্রাপ্ত বয়ষ্ক মাদি কে সারা মাস চুদলেও প্রেগ্নেন্ট হয়ার ভয় থাকে না মাদারফাকিং কুল!,1,entertainment
এ খানকির বাচ্চারে কি দেখে ক্যামেরা সামনে নেয় এরে চুদে কই,1,entertainment
এই বেশ্যামাগির লজ্জা বলতে কিছুই নেই মাগিরে ধইরা দুধ দুইটা ব্লেড দিয়া কুচিকুচি কইরা কাইটা কাচা মরিচ বাইটা ডোলে দিলেই আর এই ধরনের কথা বলবেনা,1,entertainment
মাদাচুত মাগির পুলা,1,entertainment
আল্লাহর গজব যে কত প্রকার ও কি কি এইটা মনে হয়ে এই খানকি মাগী জানে না হেইর ব্রেস্টের উপর আল্লাহর গজব খুব তারাতারি পরবে ইনশাআল্লাহ আপনারা দেখে নিয়েন। এমন পচনের সৃষ্টি হবে হেইর ব্রেস্টে যা কিনা হেই নিচতলা চিরদিনের জন্য ভাড়া দিয়া বা ঘন্টা চুদায়াও যে টাকা পাবে এই টাকা দিয়ে এই পঁচনের ঔষধ কেনা শেষ হবে না।। উপরে এক আল্লাহ্ আছে আল্লাহ্ ও আল্লাহ্ এই খানকির উপর তুমি গজব নাজিল কর যাতে আমি এই গজবের আলামত দেইখা মরতে পারি। সমাজকে আল্লাহ্ তুমি রক্ষা কর এইসব বিষাক্ত সাপ থেকে।,1,entertainment
আপনার দুদ ধরে টিপ দেওয়া উচিৎ 😂😂😂,1,entertainment
দুধের বাহার বুদাটা কেমন,1,entertainment
আশ্চর্য আপনি কিভাবে এমন পতিতাককে মডেল বলেন।,1,entertainment
বালের হিরো সব কয়টা বাদর মুখো,1,entertainment
এই মজার টিভির ভুদার পুলাপা৷ হুন বাংলাদেশ এর ইউটিউব টা তুদের জন্যই নস্ট হচ্ছে তুরা শালা লুচ্চা এজন্যই তাহসান ভাইয়া পুন্দাইসে তুদের সব দের জন্যই একটা তাহসানেশন ই এনাফ,1,entertainment
নোয়াখাইল্লা ছাগলচুন্নি কিভাবে বিচারক হয়,1,entertainment
কুক্তার বাচ্চা রা মানুষ তা তো মনে হয় না মানুষ কে বাহির থেকে দেখে অপমান করার অধিকার কে দিচে তোদের কে এই খানে এত গুলি ছেলে আইচে তোদের থাকে হাজার গুন ভালে মানুষকে সম্মান করতে শিখো তাহলে সম্মান পাবে ছরি বাজে কথা বলার জন্য,1,entertainment
তুই যদি তর নিজের মাকে না চুদছ তাহলে আল্লাহর কাছে দায় থাকবি,1,entertainment
"বাল বানাই ছে সালা নকল বাজ, অনেক পিছনে রয়েই গেলা।",1,entertainment
সালে কুত্তার বাচ্চা আর শুয়রের মেয়ে চারটার গাজাখুর আচরণদেখে সবগুলোকে টয়লেট টাংকিতে চুবাতে মন চাচ্চে,1,entertainment
খানকির পোলা জোরে দে 😝😝🤣🤣🤣,1,entertainment
তোদের কি কোন কাম নাই সালার পুত একটা মাগি নিয়ে সামনে আছদ,1,entertainment
আপনারা বালের বিচারক হইছেন আমি যদি ওইখানে থাকতাম তোদেরকে জুতাপিটা করতাম আর ওই যে ওরে চুদে দিতাম,1,entertainment
এই খানকির বাচ্ছাদের বিচারক বানাইছে কে,1,entertainment
মৌসুমি আপু আই লাব ইউ মৌসুমি আপু আর রিতু একটা মাগি,1,entertainment
দুইটাই মাগী,1,entertainment
ভাবছিলাম আমিন খান নায়ক<br />বাংলাদেশ আবাল দিয়া বইরা গেছে।<br />বুঝে-না বাল ও আমিন খানরে দিছে সাইড নায়ক আবাল রে দিছে মেইন নায়ক তোগর ছবি দেখবো বাল<br />আমিন ভাই এই বাল মার্কা ছবি কিসের জন্য করে তাই তো বুঝিনা।<br />টামিল এ ছবি বানায় ৬০ বছরের নায়করা আর আমিন ভাইয়ের তো বয়স ৪৭-৪৮তাহলে সে এই বাল মার্কা ছবি কেনো করে।,1,entertainment
এই বালডারে নিয়া নিউজ না করলে হয়না বাল একটা 😑,1,entertainment
"পরিচারক গানজা খায়ছে,মান্না ভাই আর কই জেসমিন, শালা পুরাই গানজা খায়ছে,,এই কারনে বাংলা মিভি দেখি না",1,entertainment
বিচারক দুইটাকে জুতা দিয়া পিডাইলে জুতার অপমান হবে। আর একটি খানকি মাগি আছে কাষ্টমার বারানোর জন্য দেখায়।,1,entertainment
বানচোদ শালা জাজমেন,1,entertainment
সোনার বিচারক আমি বিচারক দের চুদি,1,entertainment
দোরু ব্যাশ্যা মাগী তরে ঘোরা দেয়া চুদার দরকার,1,entertainment
"শালা বোকা চোদা এইটা কোন নাটক হল, কত গুল বুড়ি চোদা মেয়ে নিয়ে অভিনয় করতে নিয়ে আসল।",1,entertainment
ফাহমি ভাই আপনার দুধ ধরে টিপ মারা উচিত 😂🤣😁,1,entertainment
"পরিচালক হালার পুয়া তুই আগে সিলেট শুদ্দ করে বানান শিখ তার পর নাটক করিছ,,,,,,,,এইটা সিলেটি ভাষা না তর কল্লা",1,entertainment
এই বিচারক গুলার জন্মের ঠিক নাই। বস্তির পোলাপান,1,entertainment
যারা প্রকাশে হত‍্যা করেছে তাদের কঠর বিচার চাই। এত খারাপ ভাষায় কোন দিন কারো সম্বন্ধে প্রতিবাদ করিনি। ভাল ভাষায় প্রতিবাদ করলে মনে হয় আমার আত্তা শান্তি পাবেনা। তাই নিজের মনকে শান্তনা দেওয়ার জন‍্য আজ অনেক খারাপ ভাষায় প্রতিবাদ করতে বাধ‍্য হলাম। কেউ পারবেন ওর ফ্রিজের যৌনাঙ্গে মধ‍্যে আগুনে পোরা লাল হয়ে যাওয়া গরম রড দুই ইঞ্ছি ঢুকিয়ে দিতে। এমন ভাবে ঢুকিয়ে দিবেন সে যদি না মরে যায় প্রশ্বাব করতে পারে এবং সারা জিবন সে যদি কোন ছেলের সাথে যৌন‍্য সংগম করতে না পারে। অপারেশনটি হবে ওষুধ খেয়ে বেহুস করে নয় নরমাল ভাবে। তাহলেই ন‍্যায় বিচার হবে। খানকি মাগি ন‍্যায় বিচার চাস আয় তোরে আমি ন‍্যায় বিচার দিমু। ভারত থেকে,1,crime
আমি পর্দাশীল মহিলা দেখেছি কিন্তু অই মহিলার মত পর্দাশীল দেখি নি। আর শালা অরে বকা দিয়া নিজের মুখ না অপবিত্র করুম না।,1,crime
আমার হালার গরের হালা অগল। তরা বন্ড বাহিনির দল।তর শট পিলিমের পুটকি মারি।বাতিজার পুতাইত,1,crime
তুই শালা দালাল,1,crime
হাইরে পতিতা এগুলো সব মাগি পতিতা হাচিনা মাগি সরকার এর কুকুর,1,crime
ডিসির খবর প্রকাশ করেন। লুচ্চা ডিসি কি করছে এখন,1,crime
এই লোকগুলোর জানোয়ারের তো খারাপ,1,crime
মাদারচদ,1,crime
কামরুল রিফাতের মায়েরে আজকে চোদিছি,1,crime
কুত্তার বাচ্চা মহা জামালপুরের মান সম্মান শেষ কইরা দিছস,1,crime
এই মাগিকে পুড়িয়ে মারা দরকার,1,crime
সালার সোনা কাটার দরকার,1,crime
খানকির পোলারে পুটকি মারা উচিত,1,crime
সব মাদার চুদরা দারিয়ে দেকলো,1,crime
সবার আগে মিন্নী কে নেংটা করে কুত্তা দিয়ে চোদানো হওক।থাহলে ই সব সত্যি বেড়িয়ে আসবে।,1,crime
এই ধরনের কুত্তার বাচ্চা শুয়োরের বাচ্চা প্রশাসনের লোকের জন্য বাংলাদেশের সাধারন মানুষ ভালো মানুষ অশান্তিতে আছে,1,crime
সন্তান আছে আবার চুদাস স্যারের দোশ নাই সালীরে ঘোড়া দিয়ে চুদানো দরকার,1,crime
আপনাদের কয়েকটা কমেন্ট দেখলাম মিননী প্রথমে বুঝতে পারেনি কি করছে হাটা তো নরমালি হবে তার জানা নেই বড় কিছু হয়ে যাবে তার ভাবনা ছিল ধরে বুঝি হুমকি ধামকি দিবে।কিন্তূ যখন কিল ঘুষি শুরু করলো মিননী কিন্তূ থেমে থাকেনি চিৎকার চেঁচামেচি করছে কিন্তূ মেয়ে চোদার পাগল সব হালায় ধন গুটিয়ে ভাগছে একজনও সাহসী লোক ছিল না খুনিরা ছাড়া।একটা মেয়ে এনে দেন হালা গো বলবো আমি আগে যাই হালা বাঙালি কুত্তা চোদা জাতী,1,crime
সব আবালগুলো তাকিয়ে তাকিয়ে দেখল।,1,crime
তুরা চুদানির পোয়ার আর কোন কাজ নেই,1,crime
এতদিন কিভাবে চলল মাগীর পোলা,1,crime
এ শালার গুষ্টি তর ফাসি হইতেসে,1,crime
হৈ চৈ করে লাভ নাই আজ যদি নুসরাত আমার বোন হতো তাহলে কুত্তার বাচ্চাদের নিজ হাতে ফাঁসি দিতাম???,1,crime
মিন্নি হল মাগি তারকারণে রিপাত কে মারলো সবাই কে ফাসি ছাই,1,crime
হালারা সব মেয়াদ উত্তির্ন গাজা খাইছে,1,crime
বেহায়া মহিলা পর্দা করে আজ আমাদের সকল হিজাপী নারীদের অপমান করলো।,1,crime
মুন্নি মাগি কে কেন এখোন পুলিশ দরেনা,1,crime
ওর নুনু কেটে দাও,1,crime
শালারেতো দেখাযাই অর্জিনাল একটা মাতাল,1,crime
তোদের ধোনে ইট ঝুলিয়ে রাখা দরকার,1,crime
শালী মিন্নিরে ধর😡😠,1,crime
কুর্তার বাচ্চা অবৈধ বলে আমি কি গালি দিতে পারি মাননীয় স্পিকার।,1,crime
হারে বাংগালি বড় বড় লিকছার দেওয়ার মাজে এক নাম্বার। এত গুলা মানুষের সামনে কোবালো কেউ দরলো না? কেন এত বয়?,1,crime
খানকিদের জন্য অফিস পার্ক গুলো অভায়ারণ্য উঠেছে। আরো কতগুলো ভুদা পার্টি আছে লোকচক্ষুর আড়ালে যেগুলো কখনোই ভাইরাল হয় না।,1,crime
এই কুকুর কে জুতার মালা দিয়ে গুরানো হউক,1,crime
শালা বদমাশ মাগি দালাল পতিতা লেনটা,1,crime
হারামির বাচ্চাদের ফাসি দেয় না দেখেই এরা সমাজে এতো নয় নিচু কাজ করার সুযোগ পায়।। এমন আইন চাই যে শিশু ধরশন করলেই ফাঁসি।। ৷ একটা মা বাবার ছোট শিশু কে ও কোলে নিরাপদ মনে করতে পারে না।। এদেরকে হত্যা করা যায় তাতে পাপ নাই।। আমিন।।,1,crime
ডিসি তো পারেনা শালার স্লো মোশন ওরে কলকাতার হারবাল খাওয়াইতে হবে আর হেতিরে ট্রস ট্রস করে মারতে হবে,1,crime
এই মেয়েটি কে ডাক্তারি চিকিত্সা করা হক ঐ দিন কে ওরা সাথে সেক্স করছে ।,1,crime
মিনি শালী হচ্ছে একটা মাঘী,1,crime
সালাকে চাকরি থেকে বাদ দেওয়া উচিত,1,crime
মিন্নি হলো মে নামের কল্যংক,1,crime
আমিতো একারণে বলে বেশির ভাগ শিক্ষিত মানুষই তো বেয়াদব দুর্নীতিবাজ এবং ঘুষখোর শালারা,1,crime
এদের মতো বদ লুচ্ছারাই পার্কে গিয়ে প্রেমিক প্রেমিকা কে ধরে নিয়ে যায়।,1,crime
এটাকে জেলা প্রশাসক বলা যায় না একটা জানোয়ার ওর শাস্তি হওয়া উচিত,1,crime
গুদের নেশা। একটা ফুটো আর দুটো ল্যাওড়া। মাগীর দোষ।,1,crime
জরিত মানে জরিত সালা কলগার মাগি জরিত দেখলাম তাতে বুঝলাম সব দোষ মিন্নির রিফাত জেতে চেয়ে ছিল কিন্তু মিন্নি যায় নি কলেজ গেটেই দারিয়ে ছিল্ তাকে জোর করাও হয়ছিল ৷,1,crime
এই জানোয়ার অধ্যক্ষ ও অসি সহ সকল অপরাধিকে জন সম্মুখে এনে কঠিন সাজার বেবস্থ্যা করা হউক,1,crime
আর কোন তালবাহানা ভালো লাগে না জানোয়ার গুলোর ফাঁসি চাই ফাঁসি,1,crime
চোদা দিয়া কিসের বিচার চায় বুঝলাম না আর ভিডিও টা এইচডি সাউন্ড থাকলে বেশি মজা পাওয়া যেত,1,crime
ওই হালার পুতেরা আমিন ধর 👊,1,crime
দোষ করেছে পরিবারের মানুষকে জানোয়ার বানিয়ে এখন কান্না চোদাও,1,crime
যে সব শালারা জড়িতো সবাই রে ফাসি দিয়ে মেরে ফেলাহক মিন্নি ও অাসলে মাগি জড়িত,1,crime
সালার বিছা কাটি দেয়,1,crime
কি বালের নিউজ করছে এসব দেশটা কে রোহিঙ্গা ধ্বংস করে দিচ্ছে এটা নিয়ে কিছু করেন।,1,crime
এতগুলা মানুষ দাড়ানো কেউ এগিয়ে এলোনা নোংরা মিন্নি বারে বারে নয়নকে না ধরে রিফাতকে ধরলে সে হয়ত বেচে যেত,1,crime
কুত্তায় চোদে রাস্তা ঘাটে হাসে চোদে বিলে! জামালপুরের ডিসি চোদতে গিয়ে গিট্টু লাগাইছে বালে। ! 🤣,1,crime
সন্তানকে মানুস না বানিয়ে জানোয়ার বানাইছ এখন ভোগান্তি কাওকে কাদালে কাদতে হয়,1,crime
স্যারের দোষ দিবি কেমনে তুই তোর মতো তেঁতুল দেখলে কার জিবেই না জল আসবে তাছাড়া তোর যা বডি স্ট্রাকচার জব্বার জিনিস নিগ্রো দিয়ে তোরে খেলানো যাবে এক সাথে টা লইতে পারবি তুই না জানিস স্যারের সংসার আছে তুই কেনো দুধ খাওইয়া স্যারকে মাতাল বানিয়ে উল্টা স্যারকে রেপ করলি ভিডিওতে যা দেখলাম স্যার তোরে কিছুই করতে পারে নাই তুই উল্টা স্যারের উপর চড়ে চড়ে উঠতে ছিলি যাইহোক কারো সংসারে অশান্তি করার আগে বিবেক খাটানো উচিত আর তোর মতো মহিলা কারো মা হতে পারে না সত্যি কারের গর্ভধারিণী মা কখনো এমন কাজ করে না অভাবে পরলে মানুষের বাসায় কাজ করে খায় নোংরামি করেনা বেশ্যাবৃত্তি করেনা।,1,crime
বদমাইশ বানচুদ,1,crime
ইগু একটা মাগি এর বিচার চাই,1,crime
মাগিরে আর মাগির পুলারে এই দুইটারেই ডিম থ্যারাপি দেওয়া হোক।,1,crime
ভিডিও দেখে তো স্পষ্ট বুঝায় যাচ্ছে যে এটা সত্য তো এতে আবার তদন্ত সুদানোর কি আছে বাইন্চোতের ভাব দেখেই বুঝা যায় যে কাজটা শালার বেটা আসলেই করছে।,1,crime
কুত্তার বাচ্চাকে ফাঁসি দে 😡,1,crime
মাগি তুই বেশ্যা তুই খানকি তুই এখন গলায় ফাস দিয়ে মারা যা দেশের মানুষ তাতে সস্তি পাক,1,crime
মাদার চোদ মিন্নিরে তুই বিয়া করবি তাই মননির সাফট করছ।,1,crime
বালের তদন্ত করবে,1,crime
মাদার চুত তুই চোর তুই মিথ্যা বাদি,1,crime
সালা বাটপার চেহারা দেকলেই বুজা জায় তুই একটা লুইচচা বদ মাইছ,1,crime
সালা গান্জা খুর এই সব পাগলের মেলা,1,crime
নটি নাম্বার মাগী ও চিটিংবাজ।,1,crime
এই মাদারচোদ জনগণের কি সেবা করবো,1,crime
জুতা মার মাগির চাওয়ালরে,1,crime
হালারপো মিথ্যা হেডিং দেস কেন,1,crime
এই কুলা লংগার বাচ্চাকে উপযুক্ত সাজা দেওয়া হোক,1,crime
সালা তুই একটা কুকুর তোকে কুকুরের সাথে তুলনা করলাম এত সুন্দরী বৌ তার পর ও ময়লায় চাটা দেও কি করে,1,crime
শালার পুত নিজে আকাম করে নিজেই তদন্ত করবে। হাইরে বাংলাদেশ,1,crime
চুদির পুতেরে বানানো হোক,1,crime
ওই মাগির এতে হাত আছে নিশ্চিত,1,crime
মাগি মজা পাইছিষ তুই ডিসির মাল ভের করে সাথে আরও অনেক জনার তুর ভিডিও দেখে মাল আউট হবে অনেকের আর দোষ করে বিঁচার চাইছিষ তুই তোর ভোদার ভিতর এসিড দিয়ে জ্বালাইয়া দেওয়া দরকার খাংকি মাগি মানুষ দেখলে দোষ তুই যা করসিছ কা কিছুনা,1,crime
ভাব চুদাইয়া কান্না করো মানুষেরে দেখাও একজন জীবন্ত মানুষকে পুড়িয়ে মারছো তার কষ্ট কতটুকু হয়েছে জালিমের বাচ্চারা তোরা খুনি তোদের জন্মের ঠিক নাই,1,crime
মাগি সারের দোষতো অাছে সাথে সাথে তরও চাকরি যাবে স্বামীকে রেখে অনন্য পুরুষের সাথে পরোকিয়া কর সালি খানকি মাগি তুই হলই দ্বিতীয় মিন্নি,1,crime
